Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,118674300,35,42,1103,60813,322,0,31.51428571,68.17295109,2920,0,1447.928571,1015.543382,521.7304842,0.648834668,1561503.947,9417333.704,58900000,0,119000000,3490419.206,14000000.0,58900000,49,119000000,2893882.537,12800000.0,59000000,0,0,0,0,0,712,852,0.294924849,0.353909819,0,2920,793.7948718,1028.057788,1056902.815,0,0,0,1,0,0,0,0,1,804.1038961,31.51428571,1447.928571,712,0,0,0,0,0,0,35,1103,42,60813,8192,32,34,20,132981.0,87689.72615,194987,70975,58500000.0,675084.0364,58900000,58000000,BENIGN
443,117493863,29,26,8162,11459,2602,0,281.4482759,800.2766748,1756,0,440.7307692,645.2504976,166.9959562,0.468109556,2175812.278,4066404.823,10000000,1,117000000,4196209.393,4890864.357,10000000,1,112000000,4489869.52,5033736.477,10000000,1,0,0,0,0,936,840,0.246821402,0.221288154,0,2602,350.375,723.8019459,523889.2568,0,0,0,1,0,0,0,0,0,356.7454545,281.4482759,440.7307692,936,0,0,0,0,0,0,29,8162,26,11459,29200,1515,6,32,177753.8333,503260.3371,1775820,32243,9613401.25,1385297.983,10000000,5214515,BENIGN
443,96617539,79,129,1459,201057,278,0,18.46835443,46.97294241,2920,0,1558.581395,595.0858748,2096.058356,2.152818237,466751.3961,4820866.273,58300000,3,96600000,1238686.397,7823569.557,58300000,3,58500000,456877.7109,5152074.665,58300000,4,0,0,0,0,1592,2592,0.817656927,1.335161311,0,2920,968.9760766,884.3127244,782008.9946,0,0,0,1,0,0,0,0,1,973.6346154,18.46835443,1558.581395,1592,0,0,0,0,0,0,79,1459,129,201057,8192,131,78,20,215638.0,5357.040974,219426,211850,48100000.0,14400000.0,58300000,37900000,BENIGN
51958,514,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3891.050584,514.0,0.0,514,514,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,1945.525292,1945.525292,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,227,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,217,2,2,72,328,36,36,36.0,0.0,164,164,164.0,0.0,1843317.972,18433.17972,72.33333333,118.3568052,209,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,9216.589862,9216.589862,36,164,87.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,109.0,36.0,164.0,40,0,0,0,0,0,0,2,72,2,328,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48376,2,2,56,120,28,28,28.0,0.0,60,60,60.0,0.0,3638.167686,82.68562924,16125.33333,27923.83445,48369,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,80,41.34281462,41.34281462,28,60,40.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,51.0,28.0,60.0,64,0,0,0,0,0,0,2,56,2,120,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,24054,2,2,68,196,34,34,34.0,0.0,98,98,98.0,0.0,10975.30556,166.2925085,8018.0,13881.52121,24047,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,83.14625426,83.14625426,34,98,59.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,74.5,34.0,98.0,64,0,0,0,0,0,0,2,68,2,196,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4143224,5,1,123,46,46,0,24.6,23.27659769,46,46,46.0,0.0,40.78949147,1.448147626,828644.8,1811287.465,4068603,48,4143224,1035806.0,2021941.138,4068603,48,0,0.0,0.0,0,0,1,0,0,0,160,32,1.206789688,0.241357938,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,0,35.83333333,24.6,46.0,160,0,0,0,0,0,0,5,123,1,46,270,416,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23971,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,7175.336865,166.8682992,7990.333333,13834.46715,23965,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,40,83.4341496,83.4341496,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,64,0,0,0,0,0,0,2,70,2,102,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60184,1,1,40,132,40,40,40.0,0.0,132,132,132.0,0.0,2857.902433,33.23142363,60184.0,0.0,60184,60184,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,16.61571182,16.61571182,40,132,70.66666667,53.11622477,2821.333333,0,0,0,0,0,0,0,0,1,106.0,40.0,132.0,32,0,0,0,0,0,0,1,40,1,132,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,118376457,194,312,15372,568685,1516,0,79.2371134,328.9471751,4344,0,1822.708333,924.891384,4933.894921,4.274498602,234408.8257,1466998.844,10000000,0,118000000,613226.658,2332579.998,10000000,1,118000000,380554.8392,1860505.844,10000000,1,0,0,0,0,6240,9992,1.638839385,2.635659217,0,4344,1151.986193,1135.015813,1288260.895,0,0,0,1,0,0,0,0,1,1154.262846,79.2371134,1822.708333,6240,0,0,0,0,0,0,194,15372,312,568685,29200,1839,12,32,735021.0,2359311.56,7848613,23498,10000000.0,128.2250862,10000000,10000000,BENIGN
53,323,2,2,84,116,42,42,42.0,0.0,58,58,58.0,0.0,619195.0464,12383.90093,107.6666667,143.151435,271,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,6191.950464,6191.950464,42,58,48.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,60.5,42.0,58.0,40,0,0,0,0,0,0,2,84,2,116,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1141,3,3,0,83,0,46,6,27.66666667,20.20725942,0,0,0.0,0.0,27700000.0,1000000.0,1.5,2.121320344,3,0,3,1.5,2.121320344,3,0,0,0.0,0.0,0,0,1,0,0,0,60,0,1000000.0,0.0,6,46,32.25,18.87458609,356.25,0,1,0,0,1,0,0,0,0,43.0,27.66666667,0.0,60,0,0,0,0,0,0,3,83,0,0,123,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,51552,2,2,64,244,32,32,32.0,0.0,122,122,122.0,0.0,5974.549969,77.59155804,17184.0,29760.09699,51548,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,38.79577902,38.79577902,32,122,68.0,49.29503018,2430.0,0,0,0,0,0,0,0,0,1,85.0,32.0,122.0,64,0,0,0,0,0,0,2,64,2,244,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23752,1,1,52,68,52,52,52.0,0.0,68,68,68.0,0.0,5052.20613,84.2034355,23752.0,0.0,23752,23752,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.10171775,42.10171775,52,68,57.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,86.0,52.0,68.0,20,0,0,0,0,0,0,1,52,1,68,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,43462181,14,17,1262,12721,490,0,90.14285714,154.6379678,2920,0,748.2941176,853.502619,321.7279869,0.713263791,1448739.367,3423291.149,10000000,32,43500000,3343244.692,4740275.401,10200000,174,41700000,2606763.25,4523166.016,10200000,49,0,0,0,0,292,400,0.322119132,0.39114466,0,2920,436.96875,706.8560781,499645.5151,0,0,0,1,0,0,0,0,1,451.0645161,90.14285714,748.2941176,292,0,0,0,0,0,0,14,1262,17,12721,8192,122,13,20,426987.75,471444.8059,1134150,189901,10000000.0,525.3341794,10000000,9999373,BENIGN
50689,47,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,63829.78723,23.5,30.40559159,45,2,47,23.5,30.40559159,45,2,0,0.0,0.0,0,0,0,0,0,0,96,0,63829.78723,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,0,0,12576,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,137,2,2,62,94,31,31,31.0,0.0,47,47,47.0,0.0,1138686.131,29197.08029,45.66666667,73.90083446,131,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,14598.54015,14598.54015,31,47,37.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,46.75,31.0,47.0,40,0,0,0,0,0,0,2,62,2,94,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50754,71495,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,41.96097629,35747.5,50311.35459,71323,172,71495,71495.0,0.0,71495,71495,0,0.0,0.0,0,0,0,0,0,0,64,32,27.97398419,13.9869921,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,5360,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,96747,2,2,66,158,33,33,33.0,0.0,79,79,79.0,0.0,2315.317271,41.34495126,32249.0,55850.84432,96740,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,20.67247563,20.67247563,33,79,51.4,25.19523765,634.8,0,0,0,0,0,0,0,0,1,64.25,33.0,79.0,40,0,0,0,0,0,0,2,66,2,158,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
44950,1,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,31000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,1,0,0,0,64,0,2000000.0,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,1274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,86513,1,1,54,70,54,54,54.0,0.0,70,70,70.0,0.0,1433.310601,23.11791291,86513.0,0.0,86513,86513,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,11.55895646,11.55895646,54,70,59.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,89.0,54.0,70.0,20,0,0,0,0,0,0,1,54,1,70,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,51,5,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,98039.21569,12.75,23.5,48,1,51,12.75,23.5,48,1,0,0.0,0.0,0,0,0,0,0,0,160,0,98039.21569,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,160,0,0,0,0,0,0,5,0,0,0,65535,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,227,2,2,72,128,36,36,36.0,0.0,64,64,64.0,0.0,881057.2687,17621.14537,75.66666667,129.3264603,225,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,40,40,8810.572687,8810.572687,36,64,47.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,59.0,36.0,64.0,40,0,0,0,0,0,0,2,72,2,128,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115445603,34,39,901,44111,374,0,26.5,72.25722151,2920,0,1131.051282,1076.695577,389.8979158,0.632332441,1603411.153,3634257.08,10000000,4,115000000,3498351.606,4756388.728,10000000,4,111000000,2908962.474,4602235.367,10000000,49,0,0,0,0,692,924,0.294511,0.337821441,0,2920,608.2702703,956.3121416,914532.9123,0,0,0,1,0,0,0,0,1,616.6027397,26.5,1131.051282,692,0,0,0,0,0,0,34,901,39,44111,8192,980,33,20,53658.27273,99823.07642,354636,23452,9995512.545,15550.82119,10000000,9948631,BENIGN
51640,18,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,666666.6667,111111.1111,18.0,0.0,18,18,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,55555.55556,55555.55556,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,913,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,240,2,2,64,292,32,32,32.0,0.0,146,146,146.0,0.0,1483333.333,16666.66667,80.0,136.8320138,238,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,8333.333333,8333.333333,32,146,77.6,62.44037156,3898.8,0,0,0,0,0,0,0,0,1,97.0,32.0,146.0,64,0,0,0,0,0,0,2,64,2,292,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,148179,1,1,44,137,44,44,44.0,0.0,137,137,137.0,0.0,1221.495624,13.49718921,148179.0,0.0,148179,148179,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,6.748594605,6.748594605,44,137,75.0,53.69357503,2883.0,0,0,0,0,0,0,0,0,1,112.5,44.0,137.0,20,0,0,0,0,0,0,1,44,1,137,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
61423,24,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,500000.0,83333.33333,24.0,0.0,24,24,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,41666.66667,41666.66667,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,8190,64240,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,178,2,2,90,122,45,45,45.0,0.0,61,61,61.0,0.0,1191011.236,22471.91011,59.33333333,62.77207447,127,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,11235.95506,11235.95506,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45.0,61.0,64,0,0,0,0,0,0,2,90,2,122,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30409,1,1,49,81,49,49,49.0,0.0,81,81,81.0,0.0,4275.05015,65.7700023,30409.0,0.0,30409,30409,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.88500115,32.88500115,49,81,59.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,89.5,49.0,81.0,20,0,0,0,0,0,0,1,49,1,81,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,173,2,2,82,114,41,41,41.0,0.0,57,57,57.0,0.0,1132947.977,23121.38728,57.66666667,58.48361594,120,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,64,64,11560.69364,11560.69364,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,64,0,0,0,0,0,0,2,82,2,114,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,74267226,13,12,954,2975,565,0,73.38461538,172.6791526,1508,0,247.9166667,568.6178551,52.90355129,0.33662224,3094467.75,4551105.308,10100000,1,74300000,6188935.5,4775734.136,10100000,230,65300000,5932003.091,4933731.646,10100000,1,0,0,0,0,272,324,0.175043565,0.161578675,0,1508,151.1153846,406.3611524,165129.3862,0,0,0,1,0,0,0,0,0,157.16,73.38461538,247.9166667,272,0,0,0,0,0,0,13,954,12,2975,8192,352,12,20,737042.8571,1853548.62,4940496,36276,9872560.857,395232.6617,10100000,8978858,BENIGN
51838,22,3,1,43,6,31,6,14.33333333,14.43375673,6,6,6.0,0.0,2227272.727,181818.1818,7.333333333,10.11599394,19,1,3,1.5,0.707106781,2,1,0,0.0,0.0,0,0,0,0,0,0,60,20,136363.6364,45454.54545,6,31,11.0,11.18033989,125.0,0,0,0,0,1,0,0,0,0,13.75,14.33333333,6.0,60,0,0,0,0,0,0,3,43,1,6,980,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
61940,5203,2,1,44,6,38,6,22.0,22.627417,6,6,6.0,0.0,9609.840477,576.5904286,2601.5,3646.549671,5180,23,5203,5203.0,0.0,5203,5203,0,0.0,0.0,0,0,1,0,0,0,40,20,384.3936191,192.1968095,6,38,22.0,18.47520861,341.3333333,0,1,0,0,1,0,0,0,0,29.33333333,22.0,6.0,40,0,0,0,0,0,0,2,44,1,6,351,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51190,4,2,0,37,0,31,6,18.5,17.67766953,0,0,0.0,0.0,9250000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,40,0,500000.0,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,110,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,696395,6,6,1232,3643,897,0,205.3333333,348.2514417,1590,0,607.1666667,724.6263635,7000.337452,17.23159988,63308.63636,101837.6172,343442,58,665427,133085.4,128829.9322,343442,30496,665957,133191.4,154915.1555,378393,215,0,0,0,0,132,132,8.615799941,8.615799941,0,1590,375.0,567.7856109,322380.5,0,0,0,1,0,0,0,0,1,406.25,205.3333333,607.1666667,132,0,0,0,0,0,0,6,1232,6,3643,8192,137,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51286,39,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,307692.3077,51282.05128,39.0,0.0,39,39,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,25641.02564,25641.02564,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,16384,253,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,889,2,2,102,158,51,51,51.0,0.0,79,79,79.0,0.0,292463.4421,4499.43757,296.3333333,469.6363842,838,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,64,64,2249.718785,2249.718785,51,79,62.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,77.75,51.0,79.0,64,0,0,0,0,0,0,2,102,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30586,1,1,88,170,88,88,88.0,0.0,170,170,170.0,0.0,8435.231805,65.38939384,30586.0,0.0,30586,30586,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.69469692,32.69469692,88,170,115.3333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,173.0,88.0,170.0,20,0,0,0,0,0,0,1,88,1,170,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,63077,2,2,62,190,31,31,31.0,0.0,95,95,95.0,0.0,3995.117079,63.41455681,21025.66667,36336.11656,62983,46,46,46.0,0.0,46,46,48,48.0,0.0,48,48,0,0,0,0,40,64,31.70727841,31.70727841,31,95,56.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,70.75,31.0,95.0,40,0,0,0,0,0,0,2,62,2,190,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5222715,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.765885177,1740905.0,3014719.31,5222003,127,5222715,2611357.5,3692010.273,5222003,712,0,0.0,0.0,0,0,0,0,0,0,104,40,0.574413882,0.191471294,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � XSS
53,4359776,2,2,108,185,56,52,54.0,2.828427125,113,72,92.5,28.99137803,67.20528761,0.917478329,1453258.667,2489772.195,4328147,702,4328849,4328849.0,0.0,4328849,4328849,4359074,4359074.0,0.0,4359074,4359074,0,0,0,0,52,60,0.458739165,0.458739165,52,113,69.0,25.94224354,673.0,0,0,0,0,0,0,0,0,1,86.25,54.0,92.5,52,0,0,0,0,0,0,2,108,2,185,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,206,2,2,88,120,44,44,44.0,0.0,60,60,60.0,0.0,1009708.738,19417.47573,68.66666667,35.79571669,110,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,64,64,9708.737864,9708.737864,44,60,50.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,63.0,44.0,60.0,64,0,0,0,0,0,0,2,88,2,120,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115694932,37,43,1151,53994,517,0,31.10810811,118.587704,2896,0,1255.674419,1118.331745,476.6414487,0.691473677,1464492.81,3508310.663,10000000,0,116000000,3213748.111,4668111.152,10000000,3,111000000,2635760.69,4467414.775,10100000,47,0,0,0,0,1192,1384,0.319806575,0.371667101,0,2896,680.8024691,1020.576276,1041575.935,0,0,0,1,0,0,0,0,1,689.3125,31.10810811,1255.674419,1192,0,0,0,0,0,0,37,1151,43,53994,29200,972,4,32,42181.09091,60765.91576,225350,22855,10000000.0,7997.819156,10000000,9997911,BENIGN
53,30701,2,2,72,184,36,36,36.0,0.0,92,92,92.0,0.0,8338.490603,130.2889157,10233.66667,17720.90049,30696,2,2,2.0,0.0,2,2,3,3.0,0.0,3,3,0,0,0,0,64,64,65.14445784,65.14445784,36,92,58.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,73.0,36.0,92.0,64,0,0,0,0,0,0,2,72,2,184,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,197,2,2,86,118,43,43,43.0,0.0,59,59,59.0,0.0,1035532.995,20304.56853,65.66666667,32.33161507,103,47,47,47.0,0.0,47,47,47,47.0,0.0,47,47,0,0,0,0,40,40,10152.28426,10152.28426,43,59,49.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,61.75,43.0,59.0,40,0,0,0,0,0,0,2,86,2,118,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30558,1,1,53,69,53,53,53.0,0.0,69,69,69.0,0.0,3992.40788,65.44930951,30558.0,0.0,30558,30558,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.72465475,32.72465475,53,69,58.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,87.5,53.0,69.0,20,0,0,0,0,0,0,1,53,1,69,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30843,1,1,47,79,47,47,47.0,0.0,79,79,79.0,0.0,4085.205719,64.84453523,30843.0,0.0,30843,30843,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.42226761,32.42226761,47,79,57.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,86.5,47.0,79.0,32,0,0,0,0,0,0,1,47,1,79,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,355,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5633.802817,355.0,0.0,355,355,355,355.0,0.0,355,355,0,0.0,0.0,0,0,0,0,0,0,64,0,5633.802817,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,1439,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � XSS
443,116284286,32,40,1552,37083,370,0,48.5,108.6037485,1577,0,927.075,673.2359051,332.2460956,0.619172224,1637806.845,3668712.895,10000000,2,116000000,3750348.032,4834890.558,10000000,269,116000000,2981045.769,4568459.993,10000000,2,0,0,0,0,652,944,0.275187655,0.343984569,0,1577,529.2465753,667.1748851,445122.3272,0,0,0,1,0,0,0,0,1,536.5972222,48.5,927.075,652,0,0,0,0,0,0,32,1552,40,37083,8192,66,31,20,45268.0,52651.96598,185320,23280,9643131.083,1232771.846,10000000,5728935,BENIGN
2807,68,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,176470.5882,29411.76471,68.0,0.0,68,68,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,14705.88235,14705.88235,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,33232,64240,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30721,2,2,66,180,33,33,33.0,0.0,90,90,90.0,0.0,8007.551838,130.2040949,10240.33333,17692.62339,30670,4,47,47.0,0.0,47,47,4,4.0,0.0,4,4,0,0,0,0,64,40,65.10204746,65.10204746,33,90,55.8,31.22018578,974.7,0,0,0,0,0,0,0,0,1,69.75,33.0,90.0,64,0,0,0,0,0,0,2,66,2,180,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,167,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1149700.599,23952.09581,55.66666667,56.88878038,116,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,11976.0479,11976.0479,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,40,0,0,0,0,0,0,2,80,2,112,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,228,2,2,80,180,40,40,40.0,0.0,90,90,90.0,0.0,1140350.877,17543.85965,76.0,90.31611152,177,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,64,80,8771.929825,8771.929825,40,90,60.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,75.0,40.0,90.0,64,0,0,0,0,0,0,2,80,2,180,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
